loss,mape,val_loss,val_mape,learning_rate
0.005745590198785067,408194.3125,0.005895006004720926,2584517.75,0.0010000000474974513
0.004320676438510418,256184.890625,0.005872078239917755,2603686.0,0.0010000000474974513
0.004220450296998024,231562.828125,0.0061759790405631065,2304336.0,0.0010000000474974513
0.004158834461122751,217253.9375,0.0057804458774626255,2138410.75,0.0010000000474974513
0.0041108024306595325,206914.46875,0.005745789036154747,2449713.75,0.0010000000474974513
0.004075248725712299,200414.15625,0.005939735099673271,2594227.75,0.0010000000474974513
0.004050408024340868,196624.421875,0.005763520952314138,2309057.0,0.0010000000474974513
0.0040322826243937016,192074.890625,0.005745587404817343,2292992.0,0.0010000000474974513
0.00401713140308857,189748.203125,0.0056638168171048164,2143015.5,0.0010000000474974513
0.003999809268862009,186129.125,0.005745032336562872,2360182.25,0.0010000000474974513
0.003984168637543917,182799.03125,0.005618931259959936,2392960.75,0.0010000000474974513
0.003959799651056528,181350.953125,0.00596560537815094,2429261.5,0.0010000000474974513
0.003948303870856762,178915.265625,0.005622724536806345,2450474.75,0.0010000000474974513
0.003941750153899193,178947.609375,0.005635563749819994,2304940.5,0.0010000000474974513
0.003889815416187048,174439.078125,0.00564843462780118,2444286.25,0.0005000000237487257
0.003879863303154707,173750.96875,0.0055673737078905106,2331021.75,0.0005000000237487257
0.0038773794658482075,173208.265625,0.005628090351819992,2339901.5,0.0005000000237487257
0.003871906315907836,173832.78125,0.005613255780190229,2336606.75,0.0005000000237487257
0.0038639556150883436,173025.203125,0.005502540152519941,2195578.5,0.0005000000237487257
0.003863517427816987,170309.5,0.005635779816657305,2376498.0,0.0005000000237487257
0.0038569762837141752,168558.5625,0.0055229756981134415,2269748.0,0.0005000000237487257
0.0038566740695387125,171335.859375,0.005495591554790735,2194922.0,0.0005000000237487257
0.0038544812705367804,169168.828125,0.005514163989573717,2202384.5,0.0005000000237487257
0.00385006470605731,168815.328125,0.005556522402912378,2337088.5,0.0005000000237487257
0.003830471308901906,169602.9375,0.005507579073309898,2235122.75,0.0002500000118743628
0.0038312943652272224,168784.21875,0.005517772864550352,2334564.75,0.0002500000118743628
0.003826461499556899,168598.71875,0.005495969206094742,2321089.75,0.0002500000118743628
