loss,mape,val_loss,val_mape,learning_rate
0.006381521932780743,360222.46875,0.006031148601323366,2356579.25,0.0010000000474974513
0.00429963693022728,238947.125,0.00609119376167655,2115398.75,0.0010000000474974513
0.004175110720098019,222353.234375,0.006105086766183376,2473330.75,0.0010000000474974513
0.004121650010347366,199457.25,0.00591053394600749,2014553.625,0.0010000000474974513
0.00408273795619607,183239.5625,0.005900892429053783,2380814.25,0.0010000000474974513
0.0040733651258051395,171972.734375,0.005838457494974136,1710418.25,0.0010000000474974513
0.0040678596124053,166416.46875,0.006027947645634413,1795579.25,0.0010000000474974513
0.004037152975797653,158548.265625,0.0061407568864524364,2710340.25,0.0010000000474974513
0.0040109227411448956,156413.71875,0.005950525403022766,2113568.25,0.0010000000474974513
0.003977061249315739,154066.015625,0.0057279993779957294,1939571.125,0.0005000000237487257
0.003971441648900509,151486.90625,0.00572346244007349,1772693.0,0.0005000000237487257
0.003974543884396553,150388.5625,0.005717639345675707,1746319.0,0.0005000000237487257
0.003964525647461414,149083.0625,0.0056875827722251415,2099460.75,0.0005000000237487257
0.0039662509225308895,147913.25,0.005747983697801828,1572004.125,0.0005000000237487257
0.00395523477345705,147080.421875,0.005863553378731012,1739193.5,0.0005000000237487257
0.003932925406843424,146789.984375,0.0056962077505886555,1775247.625,0.0002500000118743628
0.003934020176529884,146694.96875,0.005693105515092611,2056685.5,0.0002500000118743628
0.003932801075279713,145062.484375,0.005660352762788534,1811286.5,0.0002500000118743628
0.0039323242381215096,144506.875,0.005678683985024691,1771378.625,0.0002500000118743628
0.003935441840440035,144711.953125,0.005716849118471146,2126843.0,0.0002500000118743628
0.003921312279999256,144992.140625,0.005663159769028425,1988419.375,0.0001250000059371814
0.003918504808098078,143065.84375,0.005647034849971533,1896732.0,0.0001250000059371814
0.003917791415005922,142208.03125,0.005676403641700745,1844920.625,0.0001250000059371814
0.003915548324584961,143484.296875,0.005662730894982815,1851104.0,0.0001250000059371814
0.003919348586350679,143483.84375,0.005697193089872599,2090830.875,0.0001250000059371814
0.003908033948391676,142416.984375,0.005682299379259348,1941149.75,6.25000029685907e-05
0.003907552920281887,142976.75,0.005698493681848049,1836674.375,6.25000029685907e-05
