loss,mape,val_loss,val_mape,learning_rate
0.004700768738985062,151702.3125,0.00583853991702199,1357687.25,0.0010000000474974513
0.004257675260305405,138960.6875,0.005738105159252882,2579814.25,0.0010000000474974513
0.004187516402453184,139945.4375,0.005748409777879715,1272938.625,0.0010000000474974513
0.0041395798325538635,136072.515625,0.0056369430385529995,1754087.625,0.0010000000474974513
0.0040895515121519566,130512.1796875,0.005437791813164949,1947611.625,0.0010000000474974513
0.004065349698066711,134212.609375,0.005420136731117964,1486024.25,0.0010000000474974513
0.004045289009809494,139011.984375,0.005646733567118645,2410607.75,0.0010000000474974513
0.004024903755635023,131854.828125,0.005495586898177862,1565652.75,0.0010000000474974513
0.0040074363350868225,128739.734375,0.005396579392254353,2006677.375,0.0010000000474974513
0.003988321404904127,130149.3359375,0.005573295522481203,2300459.0,0.0010000000474974513
0.00390778761357069,129457.9921875,0.005536668933928013,1780383.875,0.0005000000237487257
0.0038966876454651356,126479.78125,0.005429247859865427,1923778.25,0.0005000000237487257
0.0038914745673537254,125321.21875,0.00546076288446784,1549562.25,0.0005000000237487257
0.003890160471200943,124648.796875,0.0053686234168708324,1570034.875,0.0005000000237487257
0.0038768863305449486,123953.7578125,0.005380048882216215,1733644.125,0.0005000000237487257
0.0038374545983970165,125981.6171875,0.0055269212462008,2113413.75,0.0002500000118743628
0.003832494607195258,121204.5234375,0.005397783126682043,2035965.5,0.0002500000118743628
0.0038271613884717226,123292.390625,0.005451133009046316,1768732.875,0.0002500000118743628
0.003821980906650424,118781.2109375,0.005539574194699526,1751382.5,0.0002500000118743628
0.003820749232545495,118288.78125,0.0055054593831300735,1790905.625,0.0002500000118743628
0.00379178486764431,115915.703125,0.005503231193870306,1904598.75,0.0001250000059371814
0.003792304778471589,117258.9375,0.005556460004299879,1754180.25,0.0001250000059371814
0.003790377639234066,115529.984375,0.005535489413887262,1955674.875,0.0001250000059371814
0.003791747847571969,113734.4453125,0.005623143166303635,1732342.75,0.0001250000059371814
