loss,mape,val_loss,val_mape,learning_rate
0.0075958180241286755,415654.375,0.006185172591358423,2413702.0,0.0010000000474974513
0.004283886402845383,248512.96875,0.0058333370834589005,2347769.5,0.0010000000474974513
0.00416230782866478,219468.703125,0.005887087434530258,2456279.5,0.0010000000474974513
0.004102037753909826,201880.5,0.0059626661241054535,2415687.0,0.0010000000474974513
0.004070904105901718,190649.15625,0.005754437297582626,2265532.75,0.0010000000474974513
0.004049523733556271,187543.921875,0.005828005261719227,1698269.75,0.0010000000474974513
0.0040316288359463215,182363.703125,0.005664066411554813,1895021.625,0.0010000000474974513
0.004021851811558008,175199.46875,0.005664675962179899,2189964.75,0.0010000000474974513
0.004001632798463106,176381.9375,0.0056934598833322525,2180207.75,0.0010000000474974513
0.003985155373811722,164668.078125,0.005630926229059696,1885294.25,0.0010000000474974513
0.003979958593845367,167076.484375,0.005625003483146429,2031746.375,0.0010000000474974513
0.003970217891037464,163826.15625,0.00556256202980876,1985027.375,0.0010000000474974513
0.003958970308303833,160336.140625,0.005589963402599096,2179779.25,0.0010000000474974513
0.003939536865800619,153894.125,0.005546942353248596,1905730.0,0.0010000000474974513
0.0039314269088208675,151217.25,0.00553237134590745,1812220.0,0.0010000000474974513
0.003927392419427633,152485.609375,0.005545464809983969,2102644.0,0.0010000000474974513
0.003917050547897816,152083.046875,0.005545244552195072,1838853.0,0.0010000000474974513
0.0038906962145119905,147967.203125,0.0055222962982952595,2164767.25,0.0005000000237487257
0.003888208419084549,146660.90625,0.005489182658493519,1839192.125,0.0005000000237487257
0.0038822428323328495,144589.984375,0.005487172864377499,1943237.125,0.0005000000237487257
0.003878167364746332,144055.203125,0.005451207049190998,1764698.875,0.0005000000237487257
0.0038737424183636904,143488.609375,0.0055086431093513966,1985272.125,0.0005000000237487257
0.0038683093152940273,145217.53125,0.005515444092452526,1917541.75,0.0005000000237487257
0.003862241515889764,143134.8125,0.005502065643668175,1918284.75,0.0005000000237487257
0.0038585630245506763,143730.359375,0.005429527256637812,2037935.625,0.0005000000237487257
0.0038508158177137375,142638.40625,0.005473694764077663,1858843.5,0.0005000000237487257
0.003834089031443,143094.75,0.0054613142274320126,2041764.625,0.0002500000118743628
0.003830966539680958,141159.78125,0.0054920632392168045,2113272.0,0.0002500000118743628
0.0038291732780635357,140977.515625,0.005434134043753147,2125430.25,0.0002500000118743628
0.0038247129414230585,140775.3125,0.005460732150822878,2044738.375,0.0002500000118743628
